instruction,intent
"I'd like to know about my fucking checked baggage allowance, could you give me some information?",ask_policy 
"I need to see the fucking checked baggage allowance, how to do it ?",ask_policy 
id like information aqbout my checked carry-on baggage allowance,ask_policy 
will you show me the fucking checked baggage allowance?,ask_policy 
I'd like to know about my fucking checked baggage allowanmce how could i find more information,ask_policy 
"I want to know more about my checked carry-on baggage allowance, will you find some information?",ask_policy 
"I'd like to check the checked baggage allowance, will you help me?",ask_policy 
I'd like to see the fucking checked baggage allowance where do i do it,ask_policy 
"I'd like to check the fucking checked baggage allowance, could I get some help?",ask_policy 
i got to check the fucking checked baggage allowance can uhelp me,ask_policy 
"I'd like to know about my checked baggage allowance, could you find some information?",ask_policy 
"I got to see the checked baggage allowance, could I get some help?",ask_policy 
"I'd like to know more about my checked carry-on baggage allowance, will you find some information?",ask_policy 
"I would like to know more about my checked carry-on baggage allowance, will you find some information?",ask_policy 
wanna check the checked baggage allowance will uhelp me,ask_policy 
wanna check the fucking checked baggage allowance will uhelp me,ask_policy 
I'm looking for information about my fucking checked baggage allowance where could i find it,ask_policy 
"I have to see the checked carry-on baggage allowance, how can I do it?",ask_policy 
I have to see the checked baggage allowance,ask_policy 
"I'd like information about my fucking checked carry-on baggage allowance, how could I find it?",ask_policy 
"I'd like information about my fucking checked carry-on baggage allowance, where could I get it?",ask_policy 
"I want to check the checked carry-on baggage allowance, could I get some help?",ask_policy 
"I would like to see the fucking checked baggage lalowance, how could I do it?",ask_policy 
i have to check the fucking checked carry-on baggage allowance help me,ask_policy 
"I want to check the fucking checked carry-on baggage allowance, where to do it?",ask_policy 
I'd like to know mire about my checked carry-on baggage allowance could ya give me some information,ask_policy 
"I'd like to see the checked carry-on baggage allowance, could I get some help?",ask_policy 
"I got to check the checked baggage allowance, help me",ask_policy 
"I would like to see the checked carry-on baggage allowance, could you help me?",ask_policy 
"I'd like to see the fucking checked baggage allowance, can I get some help?",ask_policy 
i have to check the checked baggage allowance how do i do it,ask_policy 
wanna know more about my checked baggage allowance could ugive me some information,ask_policy 
id like to know about my fucking checked carry-on baggage allowance will ufind some information,ask_policy 
"I want to see the fucking checked carry-on baggage allowance, could you help me?",ask_policy 
"I would like to see the checked carry-on baggage allowance, could I get some help?",ask_policy 
id like niformation about my fucking checked carry-on baggage allowance where can i get it,ask_policy 
I'd like to know more about my checked carry-on baggage allowance find some information,ask_policy 
I want to know more about my fucking checked baggage allowance,ask_policy 
how could I see the fucking checked baggage allowance,ask_policy 
"I want to know about my checked baggage allowance, how can I find more information?",ask_policy 
"I would like to know more about my fucling checked baggage allowance, give me some information",ask_policy 
wanna check the checked baggage alowance i need help,ask_policy 
I'd like to see the fucking checked carry-on baggage allowance i need help,ask_policy 
i got to see the fuckking checked carry-on baggage allowance can ya help me,ask_policy 
"I have to check the fucking checked baggage allowance, hw can I do it?",ask_policy 
"I'd like to see the checked baggage allowance, where can I do it?",ask_policy 
could I see the fucking checked carry-on baggage allowance?,ask_policy 
"I would like to know about my fucking checked baggage allowance, will you find some information?",ask_policy 
"I'd like to know about my checked baggage allowance, where do I get more information?",ask_policy 
"I'd like to know about my checked baggage allowance, how can I get more information?",ask_policy 
I'm looking for information about my checked carry-on baggage allowance,ask_policy 
id like to check the fucking checked carry-on baggage allowance howdo i do it,ask_policy 
"I would like to see the checked baggage allowance, where can I do it?",ask_policy 
id like to see the checked baggage allowance where could i do itg,ask_policy 
i have to check the fucking checked carry-on baggage allowance oculd uhelp me,ask_policy 
I'd like to see the fucking checked carry-on baggage allowance help me,ask_policy 
I'd like to know about my checked carry-on baggage allowance,ask_policy 
I'd like to know about my fucking checked carry-on baggage allowance how do i find more information,ask_policy 
"I'm looking for information about my checked baggage allowance, can I get some help?",ask_policy 
need to see the checked carry-on baggage allowance where can i do it,ask_policy 
I'd like to check the checked carry-on baggage allowance where can I do it,ask_policy 
Where can I find information about my checked baggage allowance?,ask_policy 
"I'd like to know about my fucking checked carry-on baggage allowance, how can I get more information?",ask_policy 
i need information about my checked carry-on baggage alllowance how can i get it,ask_policy 
Where could I find information about my checked baggage allowance?,ask_policy 
i got  to see the fucking checked baggage allowance could uhelp me,ask_policy 
I'd like to see the fucking checked carry-on baggage allowance canya help me,ask_policy 
I'm looking for information about my checkd carry-on baggage allowance help me,ask_policy 
i got to see the checked carry-on baggage allowance will uhelp me,ask_policy 
"I need to see the fucking checked baggage allowance, will you help me?",ask_policy 
id like to check the checked carry-on baggage allowance could uhelp me,ask_policy 
"I would like to check the fucking checked carry-on baggage allowance , I need assistance",ask_policy 
id like to know more about my fucking checked carry-on baggage allowance,ask_policy 
wanna see the fucking checked baggage alloeance i need assistance,ask_policy 
"I need information about my fucking checked baggage allowance, where could I find it?",ask_policy 
im looking for information about my checked baggage allowance could ya help me,ask_policy 
how do I hceck the checked baggage allowance?,ask_policy 
i have to check thd checked baggage allowance i need assistance,ask_policy 
"I have to check the checked carry-on baggage allowance, how can I do it?",ask_policy 
id like to check the checked carry-on baggage allowance where could i do it,ask_policy 
"I would like information about my checked carry-on baggage allowance, how could I get it?",ask_policy 
"I'm looking for information about my checked carry-on baggage allowance, where could I find it?",ask_policy 
I'd like information about my checked baggage allowance where could i get it,ask_policy 
i have to see the checed carry-on baggage allowance will ya help me,ask_policy 
"I'd like to check the fucking checked carry-on baggage allowance, how could I do it?",ask_policy 
